title,description
Dell Workstation Laptop w/bluetooth,Dell laptop Specs are in the pics email or TXT ONLY 585-6six6-879zero
Lenovo Thinkpad (brand new battery) Laptop,Specs are in the pics Lenovo Thinkpad Brand new battery email or TXT ONLY 585-6six6-879zero
Dell Laptop,Dell laptop Has Bluetooth Specs are in the pics email or TXT ONLY 585-6six6-879zero
lot of laptops and desktops and parts lot,"ok working laptops,desktops I 5 and 7 and 3ckthe pics this is a sunday and monday deal have batterys,hard drives,ssd ,ram,photo programs,3 disc copier,motherboards and more tub of power supplys again ck the pics call rick 434-1085 today sunday and monday SIX HUNDRED cash over 90laptops in various condition and some ready to go like a HP 17"" sale ends monday 7pm"
Dell Optiplex 7010,"Dell Service Tag (they put this on all of their computers): C4HBX12. BIOS says ""Manufacture Date = 08/05/2014"" and ""Ownership Date = 09/05/2014"". The heatsink, fans, and vents are pretty clear for dust. Function keys during boot: F2 to enter the BIOS. F12 for boot options. F1, F3-F11 do nothing. BIOS version: A29 (this is the latest version. I checked on their website) Processor: Intel Core i5-3470 CPU @ 3.20GHz 3.20 GHz RAM: 12 GB. 4 DDR3 1600MHz slots with 2 sticks of 2 GB and 2 sticks of 4 GB. Maximum memory capacity: 16 GB Hard drive: 1 slot total, Western Digital Raptor, Recertified, 150 GB capacity, SATA. Hard drive caddy is there/included. OS: Windows 10 Pro, 64-bit/x64. The drive has been wiped clean and a fresh copy of the OS has been installed. It's a local account and I didn't set a password. You don't even have to click, 'Sign in'. Short version of what either has issues or I couldn't test: PS/2 ports - They need the devices already plugged in when you start the computer. Untested: DisplayPort, Serial port, Line-out, Line-in, expansion slots. Needs drivers: 'PCI Serial Port' and 'PCI Simple Communications Controller'. DVD+/-RW optical drive - Tested with playing a DVD on it and it works. I don't have the capability (and possibly the knowledge) to successfully burn a DVD or CD. 4 front USB ports (2 USB 2.0, 2 USB 3.0) - confirmed to work 1 front Microphone port - confirmed to work 1 front Headphone port - confirmed to work 1 PS/2 mouse port - confirmed to work. I found that it only works if you start the computer with the already mouse plugged in. 1 PS/2 keyboard port - confirmed to work. I found that it only works if you start the computer with the already keyboard plugged in. 1 Ethernet/RJ-45 port - confirmed to work 6 rear USB ports (4 USB 2.0, 2 USB 3.0) - confirmed to work (in a general sense. I haven't tested speeds) 2 Displayport ports - I don't have the means to test these 1 Serial port - I don't have the means to test this 1 VGA port - confirmed to work 1 Line-out/rear headphone port - I don't have the ability to test line-out, but testing headphones worked. 1 Line-in/rear Microphone port - I don't have the ability to test line-in, but testing a microphone worked. Wi-fi - it does not have wi-fi Bluetooth - it does not have bluetooth Speaker(s) - confirmed to work Built-in microphone - it does not have a built-in microphone. Device Manager shows there are two items with the yellow triangle symbol with the exclamation point inside. They also have a question mark and are under ""Other devices"", which also has a question mark. It's 'PCI Serial Port' and 'PCI Simple Communications Controller'. When right-clicking and going to Properties, they say, ""The drivers for this device are not installed. (Code 28) There are no compatible drivers for this device. To find a driver for this device, click Update Driver."". I searched for the updates using that and also by going to the Dell website and I couldn't find them. I already checked the BIOS to see if the PCI slot was disabled, it is not. Dimensions: Height: 14.2 inches, or 36 cm Width: 4 inches, or 10.2 cm Depth: 16.1 inches, or 41 cm Minimum weight out of the factory: 17.38 lbs, or 7.9 kg Number of bays: 1 internal 3.5” 1 external 5.25” Expansion slots (I don't have the means to test these): 1 half height PCIe x16 1 half height PCIe x16 (wired x 4) 1 half height PCIe x1 1 half height PC 3 SATA ports (1 SATA 2.0, 2 SATA 3.0) Trusted Platform Module (TPM) 1.2 250W Power Supply Unit (PSU) It has some non-stock and 3rd party software on there. To make things easier for you and ready to use, I've gone through the settings and installed some programs/apps and browser extensions/add-ons. I aimed for a little more privacy and to make things less annoying for the user, while trying to make software better in the future (like providing diagnostic data so they can improve their software). I also tried to pick the best settings for most users and also leave some things be for you to set up or change to your personal preferences. VLC has been installed so you can play DVDs (and whatever other media you want to use it for). For both Firefox and VLC, I made sure to install the correct version to match the processor type. The programs: Firefox VLC These are the browser extensions/add-ons I've installed: Firefox Extensions: DeArrow Decentraleyes Disconnect Don't Track Me Google DuckDuckGo Search & Tracker Protection Facebook Container pinterest-guest Privacy Badger Return YouTube Dislike SponsorBlock uBlock Origin Webmail Ad Blocker Edge Extensions: Edge Store: Privacy Badger uBlock Origin Chrome Store: DeArrow Decentraleyes Disconnect Google Analytics Opt-Out Return YouTube Dislike SponsorBlock"
Lynksys Range Extender -,Linksys Wireless-N Range Extender N300 RE1000 Call if interested.
"Fellowes 50 3.5"" Tray Holder Old Maplinx Software 30ish Unused HD Disk",Fellowes 50 3.5 diskette tray (no key) along with old Windows Maplinx software and what looks to be about 30 HD 3.5 diskettes. There was a note if front of most of them that read unused. My apologies to whoever wanted this and I couldn't find them. My daughter cleaned out a closet I had them in and she must have put them in the basement and I just found them) Good Shape for all. $15 for all. I'm in West Irondequoit. Call or text show contact info or use Craigslist mail.
Ps4 and HP Laptop,"$200 cash takes everything as 1 bundle. Ps4 is factory reset but definitely needs new cord and possibly new controller. Besides that it works as intended, not sure how much storage is on it. Laptop is factory reset and could use someone who wants to upgrade it or use for parts. Has windows 10 on it. Very slow running though. Has power cord. Battery does not work so laptop must stay plugged in. $250 cash pickup in Palmyra NY."
AppleTalk Mini DIN8 to DUAL MINI DIN 3 Pin Apple Serial Cabl,"AppleTalk /LocalTalk Mini DIN8 to DUAL MINI DIN 3 Pin Apple Compatible Adapter APPLE 590-0565-A DUAL MINI DIN LOCALTALK 8 PIN Male ADAPTER to Dual 3-Pin Mini Din Female Sockets $18 Rare Vintage Apple Serial Cabling MPN: 590-0565-A & 590-0413-A Vintage Apple 590-0565-A 8-Pin to Dual 3-Pin Mini Din Adapter Vintage Apple 590-0413-A 3-Pin to 3-Pin Cable $9 Pulled from a Working Environment and is in Good, Working Condition This is for TWO items: DUAL Mini DIN8 LocalTalk 8 PIN Male Adapter Apple 6.5' 590-0413-A 3-Pin to 3-Pin Cable All Three items $30 PC D/L Apple ***Please leave contact Number so I May Call You*** ***Click the ""more ads by this user"" button***Listed till sold***"
Custom Build Gaming PC Black Ops,Custom Build Gaming PC Black Ops Model: R&D-i797001060 specs CPU - Intel i7 9700 3.00ghz - 4.70ghz x 8 GPU - Nvidia Geforce GTX 1060 Gigs GDDR5x Vram RAM - 32 GIGS DDR4 - 2400 XMP GAMING memory Storage - 2 TB Crucial SSD Drive Storage 2 - 500 GIG WD Green hard drive 7200 RPM Secondary Storage PS - 500 W Bronze Cert power supply Accessories - Power Cord Optional - Keyboard and Mouse OS - Windows 11 Home COA Genuine Support - 30 day of Hardware Support Actual Game Play Footage Available see links below Call of Duty Black Ops 6 - https://youtu.be/mkvgSMP92uk Doom Eternal - https://youtu.be/4nVhnRDY58k Fortnite - https://youtu.be/DedoDQ2DL6g Halo Infinite - https://youtu.be/Ma12D5unIoE Ninja Gaiden 2 Black - https://youtu.be/G5XZyLgIUtc Price $450.00 Cash All Scammers and Low Ballers and Deadbeats will be ignore and No trades so don't ask Thank you for Looking R&D-Labs
Ipason gmomg pc,"Ipason on gaming pc,Amd ryzen 5 5600g 6 core 3.9ghz"
Gateway GT5694 AMD Phenom 1.8Ghz 4gb 640gb HDD Windows Vista 64 bit Or,"If you see this post , it is available. Boots up to Windows Vista Home Premium , keyboard , mouse , speakers in working condition , original paperwork in good condition. Boot/Restoration CD is missing. Box is in reasonably good condition after long-term storage with some spots/staining on top flaps."
Wireless WiFi Repeaters,"Up for sale 2 Wireless WiFi Repeaters. The both are brand new still in box, never used. Great for adding more range up to 300 mbps for every WLAN network. See more info on boxes in photos. Only asking $5.00 each or B/O. Please email if interested. Thank you."
2 Insignia Flex Tablets for parts or repair,"For parts of repair only. 2 Insignia Flex Tablets, 11.6"" screen model NS-P11W7100. Neither turns on. What's pictured is what's included, nothing more. $50 o/b/o. Can meet up at Wegmans on Calkins Rd, or Suburban/Southtown/Tops plazas in Henrietta. Text show contact info , I often have multiple items for sale, so please see my other listings. If this ad is still up, the item(s) is/are still available. Serious inquiries only, please."
Dell 2120 and 2110 Netbooks,"Quantity 1: Dell 2120 Netbook Quantity 3: Dell 2110 Netbook The 2120 features 1GB of memory, an Intel N455 CPU and 250GB hard drive The 3 2110's feature 1GB of memory, an Intel N470 CPU and 160GB hard drives All are in good working order. The drives have been wiped so you're free to load whatever OS you choose on them. 1 power brick included. $80 takes all! Can meet up at Wegmans on Calkins Rd, or Suburban/Southtown/Tops plazas in Henrietta. Text show contact info , I often have multiple items for sale, so please see my other listings. If this ad is still up, the item(s) is/are still available. Serious inquiries only, please."
Intel NUC D34010WYK,"Intel NUC i3, 8GB RAM, 128GB SSD, fresh load of Windows 10 Enterprise, comes with power adapter"
Dell 7060 Micro MFF PC,"Dell 7060 Micro MFF PC with AC adapter in excellent condition, factory reset and fully updated Windows 11 Pro installed, ready to go. Intel i5-8500T CPU 16GB RAM 256GB NVMe SSD WiFi Bluetooth Willing to demo unit to serious buyers with cash in hand, $150 takes it home today!"
"Monitor, VIEWSONIC VX2035WM VS 11435","LCD Monitor, widescreen 20.1"" Monitor with Power Cord. Maximum Resolution 1680 x 1050. Tested. Please call show contact info . Will Ship. If posted its available."
Acer Aspire 5516 15 inch Laptop,"Used Acer Aspire 5516 15 inch laptop for basic computing tasks, documents and photo viewing/editing, light web searching, etc. Runs on a very reliable and fast Linux Ubintu with Microsoft compatible Libre Office installed Battery holds charge for about 20 minutes, enough to move laptop around the house w/out shutting it down Works great! Comes from no pets / no smoking home Not the newest and fastest machine around, but will serve well for the older folks or kids, and is priced accordingly! Pick up only please"
Acer Aspire 5516 15 inch Laptop,"Used Acer Aspire 5516 15 inch laptop for basic computing tasks, documents and photo viewing/editing, light web searching, etc. Runs on a very reliable and fast Linux Ubintu with Microsoft compatible Libre Office installed Battery holds charge for about 20 minutes, enough to move laptop around the house w/out shutting it down Works great! Comes from no pets / no smoking home Not the newest and fastest machine around, but will serve well for the older folks or kids, and is priced accordingly! Pick up only please"
HP ProOne 400 G1 21.5-inch Touch All-in-One PC,I have Mulltiple Refurbished units available in multiple configurations. These are perfect for small spaces. They come in the following configurations with these specs: $225 - i3 / 12GB / 120GB SSD / Windows 10 Pro + KB & Mouse $275 - i5 / 12GB / 120GB SSD / Windows 10 Pro + KB & Mouse $325 - i5 / 16GB / 240GB SSD / Windows 10 Pro + KB & Mouse Built in camera Optical Disc Drive SD Reader (2) USB 3.0 Ports - Including 1 fast charging port Microphone jack Headphone jack 21.5 inch Touch diagonal widescreen WLED backlit LCD Integrated all-in-one form factor Intel® H81 Express chipset Integrated Intel HD Graphics Integrated Realtek RTL8151GH-CG GbE Ethernet Controller wireless connectivity - Intel Dual Band Wireless-N 7260 (mini PCI Express) Integrated 1 MP webcam & dual microphone array Business quality speakers - DTS Sound Slim Tray-load SuperMulti DVD Writer SD Reader Serial port Skype Ready Low Halogen ENERGY STAR® qualified
GeForce 1060 6GB Gaming PC,"Selling an old gaming PC. It's roughly 8 years old and still runs strong without complaining. Never overclocked or used for Crypto. You will need to add your own hard drive but I slid mine right out no problem, so that parts easy to 'install'. From what I've been told, the Asrock z170 board has slots for more current day components but I chose to go 'big and fresh' rather then trying part swapping out of my expertise that isn't pop-in, pop-out, graphics card and ram sticks. Parts list and gameplay videos listed below, showing the pc running the games and their graphics settings. It's phone recording quality but it gives you an idea of the frame rate it can run games at. If needed I can do local delivery or meet up somewhere nearby. Cash only. Only using text messages: show contact info Videos: Fallout 76 Gameplay - https://youtu.be/1Jr3JxB3Dag Palworld Gameplay - https://youtu.be/fogaZ_9tQqE ============================================================================== Parts List: Geforce 1060 6GB Asrock Fatal1ty z170 Gaming i7 16 gigs of ram Intel i5-6500 dvd drive"
Tablet Case,Tablet Case Holds a 7 1/2 x 5 inch tablet
Lenovo Thinkpad,I purchased this laptop in December '24 for $750. It's in excellent condition. Firm on the price.
Acer Laptop,"Like new Acer Aspire 3 17, model N23H5, all the specs are in the pics, I rarely use it because I built another laptop, great battery life and comes with charger and the original box of you want it. Asking $400"
HP printer,HP office jet pro 8025e works great bought a new one
Black ink,No longer have this printer $10
"Kodak Printer Ink, Black","Kodak Printer Ink, 10B (Black). New, unopened. $10. Call if interested."
Kodak Printer Color Ink,Kodak Computer Printer Color Ink. Kodak Verite 5 Standard Tri-Color OEM Genuine Printer Ink Cartridge Brand New. $10 Call if interested
"iMac A1419, EMC 2639, No HDD, Cracked Screen",I removed the hardrive. Everything else works. Screen cracked but still works.
"Keyboard PS/2, New and Like New, All 5 for $10","NEW ones are HP, Fellowes, eMachines. Like new are HP and Compaq. Phone number is a landline so it doesn't receive texts. Please leave a message with phone number, thanks."
Dell Inspiron Desktop PC,i7 8th gen core. Taking venmo or cash ONLY. 16 GB Ram. ~250 GB SSD. 1 TB HD. NVIDIA GeForce.
Ipad air,Selling 5th generation wifi only I pad air for 240 grey color local only cash only
"Dell Inspiron 15R 5520 15.6""LCD Laptop Intel Core i5 500GB Webcam!!","Dell Inspiron 15R 5520 15.6""LCD Laptop Intel Core i5 500GB Webcam!!! NEEDS TO BE LOOKED AT AS ON START UP IT IS ASKING FOR UPDATE. This Dell Inspiron 15R 5520 laptop is equipped with an Intel Core 3rd Gen. processor, making it perfect for casual computing needs. With a 15.6-inch screen size and a maximum resolution of 1366 x 768, you can enjoy clear visuals and vibrant colors. The laptop comes with a 500 GB HDD storage capacity and features 6 GB Memory, Bluetooth, a built-in webcam, and a built-in microphone. It runs on the Windows 8 operating system and is part of the Dell Inspiron series. This laptop is a great choice for anyone looking for a dependable and efficient computing device. Laptop is in excellent condition. Comes with Dell Power Cord. Has a small one-inch crack in the plastic on the left corner and does not affect the computer in any way. Call or Text 585-SEVEN4EIGHT-SEVEN7SEVENZERO. No e-mails, they won't be answered. Thanks!"
Apple Studio Display,"Apple 27” Studio Display The screen is absolutely stunning with 5K resolution. It features 1 Thunderbolt and 3 USB-C ports on the back. Power cable is included. There is a small crack on the bottom-left corner (see photo), but it does not affect the actual display performance at all and is barely noticeable during normal use. Everything else is in like-new condition. Payment: Cash or Zelle Pickup only. Thanks for looking!"
2x Allied Telesys Gigabit Switches,"Working pulls, these were part of an EMC storage stack. Cable bundles pictured not included. Model AT-9924TL-EMC2 40/Pair as is"
"New, sealed. Logitech Advanced Corded mouse M500s","Logitech Advanced Corded (wired) mouse M500s. Brand New, still in its original sealed package, recently purchased from a major local store. Features: - High precision tracking with 400-4000 adjustable DPI. - Hyper-fast scroll wheel; - 7 customizable buttons; - Contoured comfort, following the natural curve of your hand. - One of the most advanced wired mouse on the market of 2023. Reason for sale: duplicate Asking for $25 or best offer."
Lenovo Windows 11 Pro PC,This has a fresh install of Windows 11 Pro with the following specs: Intel core i5-4570 8gb ddr3 ram 480gb SSD DVD-DL burner This computer runs great and is very fast. If you see this post then it's available.
Netgear FS108 Switch,Netgear FS108 — 8 Port 10/100 Fast Ethernet Unmanaged Switch with Installation Guide Used to extend computer ethernet connections. 8 - RJ-45 Ethernet interface connection ports. Cash only Pick Up Only
Garmin Drive 52 Car GPS,"Complete kit for mounting in car. Easy to use and upgrade maps Pick up at my home, bring cash. No delivery"
Dell Latitude 7420 laptop,"New, used for 1 week. This is a high powered machine. Dell Latitude 7420 laptop Core i5. The specs are: Dell Latitude 7420 - Core i5 1145G7 vPro Win 10 Pro 64-bit 16 GB RAM, 14"" screen 512 GB SSD NVMe, Class 40 14"" 1920 x 1080 (Full HD) @ 60 Hz I am asking $700"
"Apple Studio Display 27” – 5K Retina – Like New – $1,250 (Cash Only)","Selling my Apple Studio Display (27”, Standard Glass, Tilt-Adjustable Stand) in like-new condition. • Used exclusively for light office desk work • Never moved from original position • From a smoke-free home • 5K Retina Display (5120 x 2880 resolution) • P3 Wide Color + TrueTone • 12MP Ultra Wide camera w/ Center Stage • Six-speaker Spatial Audio system • 3 USB-C + 1 Thunderbolt port Includes: • Original Apple power cable This is Apple’s top-tier display, built for pros who care about visuals, sound, and seamless Mac integration. Selling only because I’m going fully mobile—this is in perfect condition. Retail: $1,599 + tax Asking: $1,250 (cash only) No trades. No holds. No lowballers. Pictures available on request. If the ad’s up, it’s still available."
"Affordable HP Chromebook – 11.6"", 32GB, Great Condition","HP Chromebook 11.6” – Great for School, Work, or Streaming! ✅ Brand: HP ✅ Model: 11a-na0035nr ✅ Color: Ash Gray (Black) ✅ Screen Size: 11.6 Inches ✅ Storage: 32GB ✅ RAM: 4GB ✅ Operating System: Chrome OS ✅ Special Feature: Built-in stereo speakers This Chromebook is lightweight, fast, and perfect for students, browsing, video calls, and everyday use. Compact size makes it super portable. Gently used and in great working condition. 💵 Price: $80 OBO 🚗 Will deliver locally for $10"
Ergonomic Computer Chair,"Stylish computer chair with adjustments for neck, lumbar, seat angle, height and adjustable arms. Designed to support productivity and comfort."
Roy ally 2tb with Xg mobile 6850m and Nreal glasses,"Selling modded 2tb Rog Ally with custom heat sink back plate. Comes with Xg Mobile 6850m egpu, Killswitch full body case and a pair of Nreal glasses. Text Three15-six20-018four."
Dell Latitude 7480 Laptop,"Dell Latitude 7480 , Used, very little usage, like new. 14 inch diagonal screen, Intel Core I5 2.50 GHz, 16 GB ram, 256 GB SSD hard drive, Windows 11 Pro Version 24H2, HDMI, Ethernet and wireless, webcam, USB and USB-C ports, Backlit keyboard, SD card reader, and Codi Key cable lock included. See pictures, Local pickup Only. $170.00"
"Lenovo 12"" Touchscree Chromebook *like new!*","This is an IBM Lenovo 12"" Chromebook that was used a handful of times. Comes with screen protector film still on it and never removed! The battery lasts forever it seems."
Thunderbolt 3 USB-C Docking station for PC/Mac - Dual Display,"Kensington Thunderbolt 3 Nano Docking station. 2x DisplayPort supports 2x 4k displays 2x USB3.2 gen 1 ports (rear) 1x Gigabit ethernet 1x upstream Thunderbolt 3 (rear) with 85w PD Front 1x USB-A 3.2 Gen 1 5Gbps 1x USB-C 3.2 Gen 1 1x headphone jack This is a great device to add your peripherals to your laptop and only have 1 cable to connect at your desk. Just upgraded to a monitor with a built in dock, so this is no longer necessary."
Apple 27” Thunderbolt Display A1407,"Apple 27” Thunderbolt Display A1407 2560x1440 3x USB ports 1x FireWire 1x Thunderbolt 2 1x Gigabit Ethernet NOTE: Magsafe1 to Magsafe2 adapter not included This is a fantastic monitor and works extremely well. I was using a pair of these with MBP 15, 19, and 2024 using the TB3 to TB2 Apple Adapters. For the listed price I will include the Apple TB3 to TB2 adapter for newer Macs ($40 Value). This is in good overall shape with no functional issues. There is a small dent in one upper corner and the thunderbolt 2 cable cover has split as shown. Neither affect the use."
Apple 27” Thunderbolt Display A1407 - Couple issues: Read Description,"Apple 27” Thunderbolt Display A1407 - Crack in glass, Magsafe plug has no power 2560x1440 3x USB ports 1x FireWire 1x Thunderbolt 2 1x Gigabit Ethernet NOTE: Magsafe1 to Magsafe2 adapter not included This is a fantastic monitor and works extremely well. I was using a pair of these with MBP 15, 19, and 2024 using the TB3 to TB2 Apple Adapters. For the listed price I will include the Apple TB3 to TB2 adapter for newer Macs ($40 value). This is in good overall shape with no functional issues. The Thunderbolt 2/Laptop power cable was replaced. The original wall power cable was missing, but another standard power cable is included and functions perfectly. The Bad: - The glass on the front has a crack in the upper left side. It does not really affect the use of the monitor, and wasn’t very noticeable to me. I used it for 3 years this way. You can purchase replacement glass for these and swap it easily, but it never bothered me enough to do it. (The glass is held on only with magnets!) - The Magsafe1 plug does not power the laptop it seems (tested 4/15). Since this was the secondary monitor and the newer laptops use USB-C, I never used this for power. The price was reduced to account for these 2 issues."
Pro Music and Video Production System,"Lightly used pro music production desk in excellent condition. Around $6,000 in hardware and software included. This rig can be used for anything like pro video and music production, gaming, and streaming. If you're familiar with Native instruments then you know they're commonly used in creating film and TV scores. It's really too much to list and can go through them in person with a serious buyer. Over $2,500 in transferable Native Instruments apps and plug-ins including Komplete Kontrol, Kontakt 7, Cubase 13, Guitar Rig 5 and 6 Pro, and several professional studio quality instrument packages with thousands of live samples and presets. Hardware Included: -Intel NUC 11X Extreme PC with 11th Gen 8-core i9 CPU, 1TB 970 EVO Plus SSD, 32GB RAM, HP 2K Monitor -EVGA Geforce RTX 3070 XC3 Ultra LHR 08G-P5-3755-KL -Windows 11 Pro License -Native Instruments Komplete Kontrol S49 Mk2 Keyboard -Native Instruments Komplete Audio 2 Two-Channel Audio Interface -PreSonus Eris E3.5-3.5"" Near Field Studio Monitors -Audio Technica AT2035 Microphone Bundle with Pop Filter and Boom Arm -Tribedesigns Ariana 55 in. L-Shape Black Metal and Brown Wood Multi-Tier Desk -Additional Metal Under-desk Keyboard Tray and Hutch Tray -Keyboard, mouse, cables, etc. *Not included are the cello, laptop, camera, headphones, and stools in the full rig pic."
2010 mac book pro,2 2010 mac book pros parts only 1 has no battery no hd or ram screen good case good cond.2nd same has good battery no hd or ram for parts 40 each
OptiPlex 7040 Micro Core i5-6500T with Monitor,Dell OptiPlex 7040 Micro Core i5-6500T 2.50 GHz 8 GB DDR4 Desktop MFF Fast PC windows 11 Pro Blue tooth & Wi fi 8 Gb DDR 4 RAM Microsoft Office Professional 2021+ 24 in HP monitor in great condition (HP2310m) Mouse and Keyboard included Interested Call show contact info
Synology DS3612XS 12 Bay Diskstation NAS Diskless,"Synology DS3612XS 12-bay DiskStation NAS without any hard drives. 4 or 6 GB additional memory installed (can't remember, but paging doesn't exceed what's available). Works fine but it's an older unit (2012) that won't run the latest Synology operating system, so I replaced it with a more current Synology NAS. I had 8-8TB WD Red drives installed when I took it out of service 6 months ago. Synology documentation says ""Max capacity 12 x 3TB drives"" but it was able to use the larger drives just fine. Used it mostly as a Plex server and backup system for computers at home. Includes original box and packing material. Local pickup within reasonable distance preferred."
Pro Duplicator DVD CD Copier with 1TB Hard Drive,Very good condition.
Samsung Galaxy Flex Book,Samsung galaxy flex book 13.5 in touch screen in like new condition barely used
HP Toner Cartridge ~ 12A,"HP Laserjet Toner Cartridge, #12A Black. NIB, never opened. Compatible with models shown in photo. This is over $100 online at Staples (& higher in the store) Click the ""more ads"" link to see all my stuff & let's make a deal! Serious inquiries only. I respond to all emails but have occasional email issues so if you don't hear back from me, please write again. Located in Irondequoit & will meet at the Exchange Zone in front of the IPD (Public Safety Bldg. behind the town hall, see photo). No holds, FCFS As is, cash only, local pick-up only ~ will not deliver or ship"
Elgato Facecam - 1080p60 True Full HD Webcam $90,"Capture your best moments in stunning clarity with the Elgato Facecam. This premium webcam delivers true Full HD at 1080p60, perfect for streaming, video calls, content creation, and professional meetings. Key Features: True 1080p at 60fps for ultra-smooth, crisp video Sony STARVIS sensor for excellent low-light performance Fixed focus lens designed specifically for face capture USB 3.0 connection for fast, uncompressed video transfer Compatible with Windows and macOS Condition: Gently used and fully functional, this Facecam is in like new condition with no cosmetic or performance issues. Tested and cleaned—ready to plug and play. Whether you're going live on Twitch, recording YouTube content, or hopping on Zoom calls, the Elgato Facecam delivers professional-grade video every time."
Gaming PC $3300,CPU: Intel Core i9-14900KF @ 3.20 GHz GPU: NVIDIA RTX 4090 RAM: 128 GB Storage: 2TB SSD + 1TB SSD Motherboard: Z790 GAMING WIFI7
PULSAR eS Gaming Arm Sleeve for Esports Gaming Compression Sleeve (Fin,Size - Large
Monitor: Zowie XL2586X 540Hz Esports Monitor – 24.5” DyAc™ 2 $650,"24.5” FHD (1920x1080), 540Hz Fast TN panel with DyAc™ 2 tech Built for competitive FPS gaming Adjustable stand, shield, and full settings"
Audio Radar – Visual Gaming Audio Aid $275,"Selling my Audio Radar, used since August 2024, in excellent condition. This device converts in-game audio (like footsteps, gunfire, etc.) into visual cues through LED indicators and perfect for enhanced awareness or accessibility in competitive games. Works with PC, Xbox, and PlayStation Great for gamers who want an edge or those who are deaf/hard of hearing/hearing Includes all original parts and works perfectly"
Laptop Repairs - Screen replacements,"Laptop Repairs - Screen replacements Email me with the issue your having and I will provide an estimate. I do any repairs, but focusing on screen replacements because places are overcharging far to much for that service. I overheard someone the other day talking about their $1800 laptop that they cracked the screen on and the local computer place they called quoted them over a grand to replace the screen. I was shocked. Some of these places are charging the price of a whole new laptop to fix your old one. Most LCD replacement screens run $50-100 on ebay. I would research the part you need and send you a link so you can purchase the part yourself (no markups on parts) Then when you are available to meet, bring the part and I can do the install. I'd charge $80 for labor on an LCD replacement. Affordable rates and honest work I could meet you at a coffee place and do the replacement part or repair while you have a coffee. You can also drop off at house and pick up when ready if prefered"
Mac Magic Keyboard and Magic Trackpad,Or best offer. I got a new computer and have no need for these. Bluetooth and rechargeable! Work perfectly!
AMD Ryzen 7 9800X3D 64GB DDR5 Nvidia RTX 4070ti Super 16GB,"AMD Ryzen 7 9800X3D AM5 Gaming PC 64GB DDR5 Nvidia RTX 4070ti Super 16GB $1999 No one beats our prices Please do not send offers This pc is vr ready WE HAVE TONS OF OTHER PCS! Check us out www.jeremiahscomputerstore.com facebook.com/jeremiahscomputerstore Features: AMD Ryzen 7 9800X3D 8 Core Liquid Cooled CPU 360 Rad Liquid Cooler 64GB DDR5 Ram 2TB Nvme Gen 4 SSD Nvidia RTX 4070ti Super 16GB Dedicated Graphics Glass case with 9 x rgb fans Windows 11 Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
AMD Ryzen 7 9800X3D Gaming PC Nvidia RTX 4080 16GB,"AMD Ryzen 7 9800X3D Gaming PC Nvidia RTX 4080 16GB $2299 No one beats our prices Please do not send offers, we will not take them. WE HAVE TONS OF OTHER UNITS!!! www.jeremiahscomputerstore.com facebook.com/jeremiahscomputerstore Features: AMD Ryzen 7 9800X3d 8 Core CPU 360 Rad Liquid Cooler 64GB DDR5 Ram 2TB Nvme Gen 4 SSD Nvidia RTX 408016GB Dedicated Graphics Glass case with rgb fans 10 X RGB FANS! Windows 11 Price is for the desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) Mechanical Keyboard and Mouse Sets $40 24"" 144hz 1080p displays only $125!!!! 34"" Curved 3440x1440 165hz Gaming Monitors $250 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax"
Intel Core i9 16 Core Liquid Cooled Gaming PC AMD RX 7900XTX 24GB,"Intel Core i9 16 Core Liquid Cooled Gaming PC AMD RX 7900XTX 24GB $1799 Please do not send offers, we will not take them. No one beats our prices! Features: Intel Core i9 12900k 16 Core Liquid Cooled CPU 64GB DDR5 Ram 1TB Nvme SSD AMD RX 7900xtx 24GB Dedicated Graphics Wifi Windows 11 Price is for the Desktop and power cord only Wired Light Up Keyboard and Mice Start at $30 (new) 24"" 144hz 1080p displays only $125!!!! 27"" 1080p 180Hz $150 Jeremiah's Computer Store and Repairs LLC 3898 Lake Ave Rochester NY 14612 Store Hours 12-4 7 Days a Week All units carry a 90 Day Warranty (see store for details) All Prices as listed plus tax www.jeremiahscomputerstore.com facebook.com/jeremiahscomputerstore"
ipad 9 gen 256 gb,like new only 3 weeks old not for me too small show contact info
